Symbol,CIK,Year,Filing Date,Cosine Distance,Return Date,Return,Return +1,Cosine Similarity,Bins
DXCM,1093557,2018,2019-02-21,0.022484610426526608,2019-02-28,-1.2054,32.0983,0.9775153895734734,1
DXCM,1093557,2019,2020-02-13,0.02652998092985459,2020-02-28,14.6417,-14.5195,0.9734700190701454,1
DXCM,1093557,2020,2021-02-11,0.005282565745326928,2021-02-26,6.1171,-2.4384,0.9947174342546731,3
DXCM,1093557,2021,2022-02-14,0.034557127120617315,2022-02-28,-3.8492,-9.6511,0.9654428728793827,1
DXCM,1093557,2022,2023-02-09,0.015350608428334134,2023-02-28,3.6605,23.6017,0.9846493915716659,2
DXCM,1093557,2023,2024-02-08,0.02466363185275955,2024-02-29,-5.1751,4.6572,0.9753363681472405,1
FANG,1539838,2013,2014-02-19,0.0010632720737290269,2014-02-28,23.7591,18.1858,0.998936727926271,5
FANG,1539838,2014,2015-02-20,0.001590711493019148,2015-02-27,3.2179,4.6324,0.9984092885069809,4
FANG,1539838,2015,2016-02-19,0.0004433810798487592,2016-02-29,-5.6916,7.9062,0.9995566189201512,5
FANG,1539838,2016,2017-02-15,0.0006276150163653238,2017-02-28,-4.0981,8.3228,0.9993723849836347,5
FANG,1539838,2017,2018-02-15,0.0005453144185796344,2018-02-28,-0.6853,2.8307,0.9994546855814204,5
FANG,1539838,2018,2019-02-25,0.0017875335317603103,2019-02-28,-0.063,1.5083,0.9982124664682397,4
FANG,1539838,2019,2020-02-27,0.005415422586619867,2020-02-28,-16.6667,-1.3602,0.9945845774133801,3
FANG,1539838,2020,2021-02-25,0.0028769833187141103,2021-02-26,22.2085,-57.1371,0.9971230166812859,4
FANG,1539838,2021,2022-02-24,0.0023911246971131117,2022-02-28,9.4642,6.6542,0.9976088753028869,4
FANG,1539838,2022,2023-02-23,0.003576891869774612,2023-02-28,-3.7914,-0.3041,0.9964231081302254,3
FANG,1539838,2023,2024-02-22,0.001180526227687717,2024-02-29,18.7199,-1.7499,0.9988194737723123,5
DFS,1393612,2008,2009-01-28,0.009493332113873265,2009-01-30,-24.9738,-13.7221,0.9905066678861267,3
DFS,1393612,2009,2010-01-28,0.007683819233608613,2010-01-29,-7.002,-19.8601,0.9923161807663914,3
DFS,1393612,2010,2011-01-26,0.035100353311871446,2011-01-31,11.1171,-0.2193,0.9648996466881286,1
DFS,1393612,2011,2012-01-26,0.03916729411163278,2012-01-31,13.25,5.6338,0.9608327058883672,1
DFS,1393612,2012,2013-01-25,0.0015837948969043003,2013-01-31,-0.415,10.4121,0.9984162051030957,4
DFS,1393612,2013,2014-02-25,0.0018866175792819906,2014-02-28,7.3253,16.3769,0.998113382420718,4
DFS,1393612,2014,2015-02-25,0.0006609445265812752,2015-02-27,12.5782,1.4116,0.9993390554734187,5
DFS,1393612,2015,2016-02-24,0.011530242393767542,2016-02-29,1.9873,-7.5927,0.9884697576062325,2
DFS,1393612,2016,2017-02-23,0.010322659733723594,2017-02-28,3.1178,9.6941,0.9896773402662764,2
DFS,1393612,2017,2018-02-21,0.0002982094773311683,2018-02-28,-0.7769,-3.8656,0.9997017905226688,5
DFS,1393612,2018,2019-02-20,0.0005964757324625758,2019-02-28,6.6973,-8.753,0.9994035242675374,5
DFS,1393612,2019,2020-02-26,0.004529026829861449,2020-02-28,-12.1256,-0.6284,0.9954709731701386,4
DFS,1393612,2020,2021-02-17,0.0018760797217380887,2021-02-26,13.1314,-45.6084,0.9981239202782619,5
DFS,1393612,2021,2022-02-24,0.000791167963088979,2022-02-28,7.0756,0.978,0.999208832036911,5
DFS,1393612,2022,2023-02-23,0.0007458704277234496,2023-02-28,-3.5381,-10.734,0.9992541295722766,5
DFS,1393612,2023,2024-02-23,0.037225090730265364,2024-02-29,15.0493,-11.75,0.9627749092697346,1
DLTR,935703,2005,2005-04-14,0.003334804455952467,2005-04-29,-14.7929,1.3072,0.9966651955440475,4
DLTR,935703,2006,2006-04-12,0.0036862885011723634,2006-04-28,-5.7824,1.3809,0.9963137114988276,4
DLTR,935703,2007,2007-04-04,0.03678473595352383,2007-04-30,2.8243,7.6043,0.9632152640464762,1
DLTR,935703,2008,2008-04-01,0.02882203132104788,2008-04-30,14.5343,16.7722,0.9711779686789521,2
DLTR,935703,2009,2009-03-26,0.002041829831317621,2009-03-31,14.7604,-4.9607,0.9979581701686824,5
DLTR,935703,2010,2010-03-19,0.0038525458953198033,2010-03-31,6.2433,2.5329,0.9961474541046802,4
DLTR,935703,2011,2011-03-17,0.002734267904297427,2011-03-31,10.3339,3.5663,0.9972657320957026,4
DLTR,935703,2012,2012-03-15,0.01513493927410714,2012-03-30,6.7563,7.5881,0.9848650607258929,2
DLTR,935703,2013,2013-03-15,0.014795364802595579,2013-03-28,7.1816,-1.7964,0.9852046351974044,2
DLTR,935703,2014,2014-03-14,0.002051444704882055,2014-03-31,-4.7289,-0.2108,0.997948555295118,4
DLTR,935703,2015,2015-03-13,0.005479251190229739,2015-03-31,1.8386,-5.8352,0.9945207488097703,3
DLTR,935703,2016,2016-03-28,0.0030512928149486473,2016-03-31,2.7539,-3.335,0.9969487071850514,3
DLTR,935703,2017,2017-03-28,0.003398012603632261,2017-03-31,2.3213,5.4932,0.9966019873963677,3
DLTR,935703,2018,2018-03-16,0.003468626605634517,2018-03-29,-7.5409,1.0432,0.9965313733943655,3
DLTR,935703,2019,2019-03-27,0.007997147991518183,2019-03-29,9.0418,5.9406,0.9920028520084818,3
DLTR,935703,2020,2020-03-20,0.010726754178848497,2020-03-31,-11.5139,8.4388,0.9892732458211515,2
DLTR,935703,2021,2021-03-16,0.015198550785427534,2021-03-31,16.558,0.3844,0.9848014492145725,2
DLTR,935703,2022,2022-03-15,0.0037968589883781156,2022-03-31,12.7182,1.4362,0.9962031410116219,3
DLTR,935703,2023,2023-03-10,0.06051399970334925,2023-03-31,-1.1908,7.0777,0.9394860002966507,1
DLTR,935703,2024,2024-03-20,0.06499405173064621,2024-03-28,-9.2242,-11.1904,0.9350059482693538,1
DPZ,1286681,2006,2006-03-03,0.003706684512139735,2006-03-31,12.4314,-7.7758,0.9962933154878603,4
DPZ,1286681,2007,2008-02-26,0.039047039128538574,2008-02-29,-2.6451,5.2171,0.9609529608714614,1
DPZ,1286681,2008,2009-02-24,0.005324862777089656,2009-02-27,2.0927,1.8113,0.9946751372229103,4
DPZ,1286681,2010,2010-03-02,0.002329539057762675,2010-03-31,9.2074,12.9765,0.9976704609422373,4
DPZ,1286681,2011,2011-03-01,0.0018378048113624201,2011-03-31,9.2472,0.7596,0.9981621951886376,4
DPZ,1286681,2012,2012-02-28,0.0013002165670495947,2012-02-29,17.7948,2.1841,0.9986997834329504,5
DPZ,1286681,2013,2014-02-25,0.02590098306914257,2014-02-28,11.9671,8.4418,0.9740990169308574,1
DPZ,1286681,2014,2015-02-24,0.009632802743820723,2015-02-27,2.5038,-2.3273,0.9903671972561793,2
DPZ,1286681,2016,2016-02-25,0.008062701133061179,2016-02-29,16.7735,-0.6013,0.9919372988669388,2
DPZ,1286681,2017,2017-02-28,0.008368615351492581,2017-02-28,8.7487,-2.6606,0.9916313846485074,2
DPZ,1286681,2018,2019-02-21,0.003513073209195916,2019-02-28,-11.5568,5.2606,0.9964869267908041,3
DPZ,1286681,2019,2020-02-20,0.019007545771004053,2020-02-28,20.4827,3.1123,0.980992454228996,2
DPZ,1286681,2021,2021-02-25,0.0023561499344899595,2021-02-26,-6.5406,6.4125,0.99764385006551,4
DPZ,1286681,2022,2022-03-01,0.003773582862947489,2022-03-31,-5.576,-16.9554,0.9962264171370525,3
DPZ,1286681,2023,2023-02-23,0.004831846764999703,2023-02-28,-16.711,12.6084,0.9951681532350003,3
DOV,29905,2004,2005-03-14,0.011919468619154383,2005-03-31,-2.2757,3.2499,0.9880805313808456,3
DOV,29905,2005,2006-03-07,0.006073763072706129,2006-03-31,1.2933,-3.7841,0.9939262369272939,4
DOV,29905,2006,2007-02-28,0.0019078915742322122,2007-02-28,-3.2762,1.2933,0.9980921084257678,5
DOV,29905,2007,2008-02-28,0.040024121487460484,2008-02-29,3.5244,2.1343,0.9599758785125395,1
DOV,29905,2008,2009-02-20,0.05372695657418525,2009-02-27,-10.9265,0.6504,0.9462730434258148,1
DOV,29905,2009,2010-02-19,0.015802628054555345,2010-02-26,6.1567,5.7739,0.9841973719454447,2
DOV,29905,2010,2011-02-11,0.02298465304392705,2011-02-28,0.663,3.2921,0.977015346956073,2
DOV,29905,2011,2012-02-10,0.024169375164291296,2012-02-29,1.4588,2.3191,0.9758306248357087,1
DOV,29905,2012,2013-02-15,0.04971127683939991,2013-02-28,6.5337,-1.687,0.9502887231606001,1
DOV,29905,2013,2014-02-14,0.0016280137836975905,2014-02-28,8.9418,-0.6408,0.9983719862163024,4
DOV,29905,2014,2015-02-13,0.002989028008629324,2015-02-27,3.4409,3.7417,0.9970109719913707,4
DOV,29905,2015,2016-02-12,0.04645032748044886,2016-02-29,4.7049,-4.0666,0.9535496725195511,1
DOV,29905,2016,2017-02-10,0.05614804373928495,2017-02-28,3.5884,5.8407,0.943851956260715,1
DOV,29905,2017,2018-02-09,0.0011753416839248576,2018-02-28,-5.3102,0.3121,0.9988246583160751,5
DOV,29905,2018,2019-02-15,0.012822368372753301,2019-02-28,3.6206,-1.8781,0.9871776316272467,2
DOV,29905,2019,2020-02-14,0.011361889807649406,2020-02-28,-9.3281,3.6121,0.9886381101923506,2
DOV,29905,2020,2021-02-12,0.007696225414424829,2021-02-26,6.2366,-18.2986,0.9923037745855752,3
DOV,29905,2021,2022-02-11,0.0046498955457041635,2022-02-28,-7.3863,11.2526,0.9953501044542958,3
DOV,29905,2022,2023-02-10,0.0019400314967389365,2023-02-28,-0.9386,0.0255,0.9980599685032611,4
DOV,29905,2023,2024-02-09,0.002095671543612898,2024-02-29,10.7558,1.3609,0.9979043284563871,4
DHI,882184,2004,2004-12-10,0.006641872166462948,2004-12-31,14.4845,-1.0916,0.993358127833537,4
DHI,882184,2005,2005-12-14,0.016035478545033732,2005-12-30,0.8183,4.7299,0.9839645214549663,2
DHI,882184,2006,2006-12-12,0.019032204202864555,2006-12-29,-0.5631,10.268,0.9809677957971354,2
DHI,882184,2007,2007-11-27,0.014706368668592429,2007-11-30,-4.4917,10.0251,0.9852936313314076,2
DHI,882184,2008,2008-11-26,0.0017333598275277584,2008-11-28,-6.9106,3.4571,0.9982666401724722,5
DHI,882184,2009,2009-11-20,0.0014562964335006479,2009-11-30,-6.2044,6.1041,0.9985437035664994,5
DHI,882184,2010,2010-11-17,0.0012892982511822915,2010-11-30,-3.3797,18.8247,0.9987107017488177,5
DHI,882184,2011,2011-11-17,0.0007980816926864698,2011-11-30,7.345,5.8774,0.9992019183073135,5
DHI,882184,2012,2012-11-16,0.0016253715841155758,2012-11-30,-6.9776,2.4152,0.9983746284158844,4
DHI,882184,2013,2013-11-26,0.0010490531630339417,2013-11-29,4.9076,12.2736,0.9989509468369661,5
DHI,882184,2014,2014-11-18,0.0006412902449878244,2014-11-28,12.1215,-0.7846,0.9993587097550122,5
DHI,882184,2015,2015-11-19,0.0005829436643616237,2015-11-30,10.0204,-0.8666,0.9994170563356384,5
DHI,882184,2016,2016-11-18,0.001336947019243695,2016-11-30,-3.5033,-1.4069,0.9986630529807563,4
DHI,882184,2017,2017-11-15,0.0007277021656215688,2017-11-30,15.6413,0.1373,0.9992722978343784,5
DHI,882184,2018,2018-11-16,0.001233601588016331,2018-11-30,3.921,-6.878,0.9987663984119837,5
DHI,882184,2019,2019-11-25,0.01010414714498653,2019-11-29,6.0244,-4.6974,0.9898958528550135,3
DHI,882184,2020,2020-11-20,0.01017200642540994,2020-11-30,11.5103,-7.2215,0.9898279935745901,2
DHI,882184,2021,2021-11-18,0.001054230658335209,2021-11-30,9.4433,11.2334,0.9989457693416648,5
DHI,882184,2022,2022-11-18,0.0010485802256332555,2022-11-30,11.8626,3.9419,0.9989514197743667,5
DHI,882184,2023,2023-11-17,0.0006803281736994515,2023-11-30,22.5766,19.0413,0.9993196718263005,5
DHI,882184,2024,2024-11-19,0.011515338499373917,2024-11-29,0.1065,-17.1584,0.9884846615006261,3
DTE,936340,2004,2005-03-15,0.01916780962634701,2005-03-31,4.014,-5.1762,0.980832190373653,2
DTE,936340,2005,2006-03-08,0.014792892116429979,2006-03-31,-6.224,1.0334,0.98520710788357,2
DTE,936340,2006,2007-03-01,0.001464086612471771,2007-03-30,4.6004,1.7211,0.9985359133875282,5
DTE,936340,2007,2008-03-07,0.005825556842933288,2008-03-31,-0.9797,5.6159,0.9941744431570667,3
DTE,936340,2008,2009-02-27,0.029873601207702993,2009-02-27,-22.4058,-0.9797,0.970126398792297,1
DTE,936340,2009,2010-02-23,0.03747049737495933,2010-02-26,3.2826,5.4539,0.9625295026250407,1
DTE,936340,2010,2011-02-18,0.008564453692907481,2011-02-28,1.7726,3.9383,0.9914355463070925,2
DTE,936340,2011,2012-02-16,0.010343761438032617,2012-02-29,1.4659,5.1827,0.9896562385619674,2
DTE,936340,2012,2013-02-20,0.0036985103813642617,2013-02-28,5.5126,3.0144,0.9963014896186357,4
DTE,936340,2013,2014-02-14,0.008375400768448338,2014-02-28,5.1891,3.2335,0.9916245992315517,2
DTE,936340,2014,2015-02-13,0.0033416592189533523,2015-02-27,-8.5099,4.4384,0.9966583407810466,3
DTE,936340,2015,2016-02-10,0.014994145471740161,2016-02-29,-1.0469,-0.7924,0.9850058545282598,2
DTE,936340,2016,2017-02-09,0.0024771145286796026,2017-02-28,2.7778,8.6424,0.9975228854713204,4
DTE,936340,2017,2018-02-16,0.0027294357301892447,2018-02-28,-4.6005,1.5338,0.9972705642698108,4
DTE,936340,2018,2019-02-07,0.0004182589569907691,2019-02-28,4.9342,4.4677,0.9995817410430092,5
DTE,936340,2019,2020-02-05,0.038526491686262654,2020-02-28,-15.7907,1.7198,0.9614735083137373,1
DTE,936340,2020,2021-02-19,0.020853885613786982,2021-02-26,-0.8423,-14.0481,0.979146114386213,1
DTE,936340,2021,2022-02-10,0.03805277795337614,2022-02-28,0.9632,14.0206,0.9619472220466239,1
DTE,936340,2022,2023-02-23,0.0698307869489393,2023-02-28,-5.7231,9.4621,0.9301692130510607,1
DTE,936340,2023,2024-02-08,0.009740878991336688,2024-02-29,2.7794,0.7132,0.9902591210086633,2
DUK,1326160,2007,2008-02-29,0.013682609350488262,2008-02-29,-4.7721,3.0996,0.9863173906495117,2
DUK,1326160,2008,2009-02-27,0.00926619920605809,2009-02-27,-9.571,1.7674,0.9907338007939419,3
DUK,1326160,2009,2010-02-26,0.004507377566508319,2010-02-26,0.363,6.3103,0.9954926224334917,4
DUK,1326160,2010,2011-02-25,0.017652402327753336,2011-02-28,1.9855,-0.1835,0.9823475976722467,2
DUK,1326160,2011,2012-02-28,0.0012395584443661845,2012-02-29,-0.657,0.8894,0.9987604415556338,5
DUK,1326160,2012,2013-03-01,0.07388573510550422,2013-03-28,4.8231,1.9991,0.9261142648944958,1
DUK,1326160,2013,2014-02-28,0.06939705654152595,2014-02-28,1.4727,4.8231,0.930602943458474,1
DUK,1326160,2014,2015-03-02,0.015675269229664224,2015-03-31,-2.2534,4.5914,0.9843247307703358,2
DUK,1326160,2015,2016-02-25,0.01873338094139787,2016-02-29,-0.259,-2.2534,0.9812666190586021,2
DUK,1326160,2016,2017-02-24,0.005469504354326471,2017-02-28,6.1943,8.6161,0.9945304956456735,3
DUK,1326160,2017,2018-02-21,0.001985129334649338,2018-02-28,-2.8917,-0.6542,0.9980148706653507,4
DUK,1326160,2018,2019-02-28,0.0026231613771667828,2019-02-28,3.1983,2.8272,0.9973768386228332,4
DUK,1326160,2019,2020-02-20,0.016266590881176546,2020-02-28,-5.106,0.3792,0.9837334091188235,2
DUK,1326160,2020,2021-02-25,0.014728472729919284,2021-02-26,-7.9202,-11.7993,0.9852715272700807,2
DUK,1326160,2021,2022-02-24,0.00041001345569813274,2022-02-28,-3.4885,12.7819,0.9995899865443019,5
DUK,1326160,2022,2023-02-27,0.002156296981492778,2023-02-28,-7.0132,11.2041,0.9978437030185072,4
DUK,1326160,2023,2024-02-23,0.0016710522777875214,2024-02-29,-3.1045,2.3446,0.9983289477222125,4
EMN,915389,2004,2005-03-15,0.02135694879300354,2005-03-31,2.9442,-0.2577,0.9786430512069965,2
EMN,915389,2005,2006-03-13,0.0012636522764966074,2006-03-31,4.6422,-8.4746,0.9987363477235034,5
EMN,915389,2006,2007-03-01,0.0016483704163161583,2007-03-30,7.9567,6.1938,0.9983516295836838,5
EMN,915389,2007,2008-02-29,0.0024562792713459514,2008-02-29,-0.3935,7.9567,0.997543720728654,4
EMN,915389,2008,2009-02-25,0.026306843130905033,2009-02-27,-20.8478,-4.437,0.973693156869095,2
EMN,915389,2009,2010-02-24,0.021576852578511163,2010-02-26,5.3423,32.6193,0.9784231474214888,2
EMN,915389,2010,2011-02-23,0.004723640666949969,2011-02-28,0.5923,7.6742,0.99527635933305,3
EMN,915389,2011,2012-02-22,0.0028055952930148287,2012-02-29,7.5716,6.8301,0.9971944047069852,4
EMN,915389,2012,2013-02-28,0.004986849876370436,2013-02-28,-1.9958,-4.0274,0.9950131501236296,3
EMN,915389,2013,2014-02-28,0.00483171172095298,2014-02-28,12.1473,0.631,0.995168288279047,3
EMN,915389,2014,2015-02-27,0.004856666351499284,2015-02-27,5.036,-0.9951,0.9951433336485007,3
EMN,915389,2015,2016-02-25,0.0032918198032489965,2016-02-29,4.8031,-6.4464,0.996708180196751,3
EMN,915389,2016,2017-02-27,0.0038625779784797754,2017-02-28,3.5484,13.3126,0.9961374220215202,3
EMN,915389,2017,2018-03-01,0.008115117194844146,2018-03-29,5.0059,-1.2995,0.9918848828051559,2
EMN,915389,2018,2019-02-27,0.007049022017528106,2019-02-28,2.5676,5.0059,0.9929509779824719,3
EMN,915389,2019,2020-02-26,0.005384832095306269,2020-02-28,-13.6944,-7.4858,0.9946151679046937,4
EMN,915389,2020,2021-02-22,0.00756680933936027,2021-02-26,11.093,-23.1995,0.9924331906606397,3
EMN,915389,2021,2022-02-25,0.03241674329913824,2022-02-28,-0.3868,1.4186,0.9675832567008618,1
EMN,915389,2022,2023-02-15,0.0040931096072232,2023-02-28,-3.3685,-4.7691,0.9959068903927768,3
EMN,915389,2023,2024-02-14,0.00346283280656412,2024-02-29,5.015,-0.0822,0.9965371671934359,4
ECL,31462,2004,2005-03-03,0.01136267968244753,2005-03-31,4.5017,4.4515,0.9886373203175525,3
ECL,31462,2005,2006-02-28,0.0405501734374496,2006-02-28,1.0612,4.5017,0.9594498265625504,1
ECL,31462,2006,2007-02-28,0.04219825591183479,2007-02-28,-3.6447,5.8304,0.9578017440881652,1
ECL,31462,2007,2008-02-25,0.006058551002410262,2008-02-29,-2.8043,1.9267,0.9939414489975897,3
ECL,31462,2008,2009-02-27,0.03327927809331255,2009-02-27,-6.4193,-6.9032,0.9667207219066875,1
ECL,31462,2009,2010-02-26,0.05950061829155162,2010-02-26,-4.0091,9.7231,0.9404993817084484,1
ECL,31462,2010,2011-02-25,0.026977330820728618,2011-02-28,-2.1131,4.663,0.9730226691792714,1
ECL,31462,2011,2012-02-28,0.008532657948271405,2012-02-29,-0.728,5.2529,0.9914673420517286,2
ECL,31462,2012,2013-02-26,0.018634973262800836,2013-02-28,5.7321,3.2,0.9813650267371992,2
ECL,31462,2013,2014-02-28,0.013560627287143578,2014-02-28,7.1713,5.0425,0.9864393727128564,2
ECL,31462,2014,2015-02-27,0.03857493770984588,2015-02-27,11.3424,0.478,0.9614250622901541,1
ECL,31462,2015,2016-02-26,0.0028233891783323584,2016-02-29,-4.9319,-0.7184,0.9971766108216676,4
ECL,31462,2016,2017-02-24,0.001036744374216636,2017-02-28,3.1965,9.0882,0.9989632556257834,5
ECL,31462,2017,2018-02-23,0.0017320749975511252,2018-02-28,-5.2513,1.4036,0.9982679250024489,4
ECL,31462,2018,2019-03-01,0.0007804267554341049,2019-03-29,4.7895,5.6176,0.9992195732445659,5
ECL,31462,2019,2020-02-28,0.02385510983048822,2020-02-28,-7.9853,4.7895,0.9761448901695118,1
ECL,31462,2020,2021-02-26,0.03468680250184697,2021-02-26,2.3715,-13.3832,0.965313197498153,1
ECL,31462,2021,2022-02-25,0.03576101397209264,2022-02-28,-6.9623,2.479,0.9642389860279074,1
ECL,31462,2022,2023-02-24,0.03940938742321398,2023-02-28,2.9322,0.4596,0.960590612576786,1
ECL,31462,2023,2024-02-23,0.0433624792187024,2024-02-29,13.4295,4.1978,0.9566375207812976,1
EIX,827052,2004,2005-03-16,0.0013117323957070326,2005-03-31,7.6663,-3.6641,0.998688267604293,5
EIX,827052,2005,2006-03-07,0.002522181492818687,2006-03-31,-6.56,4.5507,0.9974778185071813,5
EIX,827052,2006,2007-02-28,0.0017629956629843235,2007-02-28,4.4909,-6.56,0.9982370043370157,5
EIX,827052,2007,2008-02-27,0.0011735010023767867,2008-02-29,-5.0,5.1489,0.9988264989976232,5
EIX,827052,2008,2009-03-02,0.034390478491818754,2009-03-31,6.9802,6.4259,0.9656095215081812,1
EIX,827052,2009,2010-03-01,0.04541297845618164,2010-03-31,5.6849,-1.0413,0.9545870215438184,1
EIX,827052,2010,2011-02-28,0.0013773005962558482,2011-02-28,2.3153,5.6849,0.9986226994037442,5
EIX,827052,2011,2012-02-29,0.03862278559322796,2012-02-29,2.0224,-0.5657,0.961377214406772,1
EIX,827052,2012,2013-02-26,0.012847479320532873,2013-02-28,-0.332,2.3048,0.9871525206794671,2
EIX,827052,2013,2014-02-25,0.018894484808646528,2014-02-28,8.7417,5.4705,0.9811055151913535,1
EIX,827052,2014,2015-02-24,0.05689290955561466,2015-02-27,-5.7227,8.7741,0.9431070904443853,1
EIX,827052,2015,2016-02-23,0.016649230711689444,2016-02-29,10.2913,-2.1206,0.9833507692883106,2
EIX,827052,2016,2017-02-21,0.01891292876961559,2017-02-28,9.4127,6.1766,0.9810870712303844,1
EIX,827052,2017,2018-02-22,0.054727807502473746,2018-02-28,-3.1025,0.5173,0.9452721924975263,1
EIX,827052,2018,2019-02-28,0.05061264101313856,2019-02-28,5.1255,6.0654,0.9493873589868614,1
EIX,827052,2019,2020-02-27,0.003192515488934955,2020-02-28,-12.2273,4.4123,0.996807484511065,4
EIX,827052,2020,2021-02-25,0.0015485893105948723,2021-02-26,-7.1699,-17.5063,0.9984514106894051,5
EIX,827052,2021,2022-02-24,0.036627564841179794,2022-02-28,1.0033,9.7657,0.9633724351588202,1
EIX,827052,2022,2023-02-23,0.03690207403373236,2023-02-28,-3.9042,11.6367,0.9630979259662676,1
EIX,827052,2023,2024-02-22,0.038524116321317026,2024-02-29,0.8002,7.7292,0.961475883678683,1
EW,1099800,2004,2005-03-07,0.004454070211469596,2005-03-31,0.4883,7.856,0.9955459297885304,5
EW,1099800,2005,2006-03-09,0.007371071749700642,2006-03-31,5.1995,1.8973,0.9926289282502994,3
EW,1099800,2006,2007-03-01,0.00723078042748504,2007-03-30,0.5753,2.1609,0.992769219572515,3
EW,1099800,2007,2008-02-29,0.001555939390652572,2008-02-29,-5.7489,0.5753,0.9984440606093474,5
EW,1099800,2008,2009-03-02,0.01541656479661102,2009-03-31,9.0272,24.3995,0.984583435203389,2
EW,1099800,2009,2010-02-26,0.010073913094658327,2010-02-26,2.466,9.0272,0.9899260869053417,3
EW,1099800,2010,2011-02-28,0.005958567987561558,2011-02-28,0.8898,7.6772,0.9940414320124384,3
EW,1099800,2011,2012-02-27,0.008990393444087474,2012-02-29,-11.5399,2.3048,0.9910096065559125,2
EW,1099800,2012,2013-02-28,0.01840326628496891,2013-02-28,-4.4479,-0.547,0.9815967337150311,2
EW,1099800,2013,2014-02-28,0.06276545326558858,2014-02-28,7.1253,-4.3873,0.9372345467344114,1
EW,1099800,2014,2015-02-20,0.0007816088534439158,2015-02-27,6.1189,6.3217,0.9992183911465561,5
EW,1099800,2015,2016-02-19,0.0008811345120838254,2016-02-29,11.239,7.0967,0.9991188654879162,5
EW,1099800,2016,2017-02-17,0.0004261442897544043,2017-02-28,-2.286,1.3908,0.9995738557102456,5
EW,1099800,2017,2018-02-16,0.002021243214371582,2018-02-28,5.6012,0.0319,0.9979787567856284,4
EW,1099800,2018,2019-02-15,0.0014576957142569125,2019-02-28,-0.6631,4.3765,0.9985423042857431,4
EW,1099800,2019,2020-02-14,0.004229346677942392,2020-02-28,-6.8316,13.0191,0.9957706533220576,4
EW,1099800,2020,2021-02-12,0.0045710725615948355,2021-02-26,0.6297,-7.9184,0.9954289274384052,3
EW,1099800,2021,2022-02-14,0.04482866465239532,2022-02-28,2.9029,0.6498,0.9551713353476047,1
EW,1099800,2022,2023-02-13,0.0753298244365439,2023-02-28,4.8762,4.7611,0.9246701755634561,1
EW,1099800,2023,2024-02-12,0.008274203981028183,2024-02-29,8.156,2.8468,0.9917257960189718,3
EA,712515,2004,2004-06-04,0.040488923084687545,2004-06-30,7.3185,-8.1027,0.9595110769153125,1
EA,712515,2005,2005-06-07,0.008221406453007063,2005-06-30,7.7465,1.7488,0.9917785935469929,3
EA,712515,2006,2006-06-12,0.009691092459238382,2006-06-30,2.3057,9.4563,0.9903089075407616,3
EA,712515,2007,2007-05-30,0.0019355038031079186,2007-05-31,-3.055,-3.1717,0.9980644961968921,5
EA,712515,2008,2008-05-23,0.002405659472726973,2008-05-30,-2.4675,-11.494,0.997594340527273,5
EA,712515,2009,2009-05-22,0.0030573690935187248,2009-05-29,12.973,-5.5241,0.9969426309064813,4
EA,712515,2010,2010-05-28,0.0038564486433003697,2010-05-28,-14.7651,-12.7801,0.9961435513566996,4
EA,712515,2011,2011-05-24,0.0019232638499129262,2011-05-31,20.9613,-3.3183,0.9980767361500871,4
EA,712515,2012,2012-05-25,0.002467322947160344,2012-05-31,-11.4434,-9.3245,0.9975326770528397,4
EA,712515,2013,2013-05-22,0.002545000064727798,2013-05-31,30.5508,0.0,0.9974549999352722,4
EA,712515,2014,2014-05-21,0.027404235957023015,2014-05-30,24.1343,2.1065,0.972595764042977,1
EA,712515,2015,2015-05-21,0.03215416470023291,2015-05-29,8.0306,5.9677,0.9678458352997671,1
EA,712515,2016,2016-05-27,0.001967679201995365,2016-05-31,24.0905,-1.2899,0.9980323207980046,4
EA,712515,2017,2017-05-24,0.0026394569343047847,2017-05-31,19.5212,-6.7149,0.9973605430656952,4
EA,712515,2018,2018-05-23,0.0010672509587941192,2018-05-31,10.9595,7.7229,0.9989327490412059,5
EA,712515,2019,2019-05-24,0.0023791531669615784,2019-05-31,-1.6587,8.7881,0.9976208468330384,5
EA,712515,2020,2020-05-20,0.0138484997010635,2020-05-29,7.5442,7.4626,0.9861515002989365,2
EA,712515,2021,2021-05-26,0.017365174971964548,2021-05-28,0.5982,0.7486,0.9826348250280355,2
EA,712515,2022,2022-05-25,0.006030104597252506,2022-05-31,17.4502,-12.124,0.9939698954027475,3
EA,712515,2023,2023-05-24,0.009297001023429341,2023-05-31,0.715,1.3281,0.9907029989765707,2
EA,712515,2024,2024-05-22,0.004122943375961974,2024-05-31,4.9283,4.854,0.995877056624038,4
EMR,32604,2004,2004-11-18,0.007597634340719472,2004-11-30,4.9727,4.9087,0.9924023656592805,4
EMR,32604,2005,2005-11-22,0.002700615341305501,2005-11-30,9.353,-1.2036,0.9972993846586945,5
EMR,32604,2006,2006-11-21,0.0009507918405256,2006-11-30,3.3472,1.707,0.9990492081594744,5
EMR,32604,2007,2007-11-19,0.03615360791396649,2007-11-30,9.6614,-0.6314,0.9638463920860335,1
EMR,32604,2008,2008-11-25,0.03588984860163391,2008-11-28,10.663,2.0061,0.9641101513983661,1
EMR,32604,2009,2009-11-23,0.002587613752057183,2009-11-30,10.5828,2.8737,0.9974123862479428,5
